"","OBJECTID","OBJECTID_1","acres","croptype","Band2","Band3","Band4","Band8","Band5","Band6","Band7","Band11","Band12","Band8A","EVI","GCI","NDTI","PSRI","SAVI"
"74",6545411,510074,60.9568913560822,"WALNUT",0.0464945994317532,0.0761962756514549,0.0576086230576038,0.419171124696732,0.114638723433018,0.321469366550446,0.407318770885468,0.234487384557724,0.138527661561966,0.430387705564499,0.638230860233307,4.5658016204834,0.259916126728058,0.0369537994265556,0.554173350334167
"75",6545412,510075,45.710470051926,"WALNUT",0.04963668435812,0.0855149552226067,0.0637548714876175,0.426508724689484,0.128981187939644,0.344543069601059,0.416522145271301,0.232955366373062,0.132312268018723,0.438633918762207,0.633625149726868,4.15918207168579,0.282932668924332,0.0433981120586395,0.547708749771118
"76",6546525,510086,32.2036882338909,"WALNUT",0.0595857985317707,0.0845144912600517,0.0921546444296837,0.266478270292282,0.13340237736702,0.217298373579979,0.24988117814064,0.270675450563431,0.181237027049065,0.276506215333939,0.319112360477448,2.27110838890076,0.202254489064217,0.150954559445381,0.305119454860687
"77",6547258,510094,6.40933491730167,"WALNUT",0.0502081029117107,0.076628752052784,0.0707691386342049,0.369946748018265,0.117016896605492,0.287124991416931,0.357408702373505,0.241545468568802,0.155595377087593,0.381344556808472,0.530267357826233,4.35972023010254,0.225860804319382,0.0745636448264122,0.477525234222412
"78",6547906,510146,23.4679584934737,"WALNUT",0.0574740171432495,0.0894596874713898,0.0855943560600281,0.363019347190857,0.140538692474365,0.292946219444275,0.350028723478317,0.277471303939819,0.185883417725563,0.375366538763046,0.482148945331573,3.29641461372375,0.202941849827766,0.0997157618403435,0.439825743436813
"79",6548014,510147,18.5117833672132,"WALNUT",0.0476564206182957,0.0797698050737381,0.0676276981830597,0.394022196531296,0.130436629056931,0.313615441322327,0.378247439861298,0.256486564874649,0.157376363873482,0.406742095947266,0.567279696464539,4.06279277801514,0.243782371282578,0.0663254112005234,0.50935298204422
"80",6551329,510151,96.103736602744,"WALNUT",0.065809965133667,0.0948513522744179,0.101622208952904,0.333093881607056,0.142974555492401,0.267149120569229,0.321305185556412,0.280627876520157,0.208239927887917,0.343879342079163,0.407489240169525,3.43507289886475,0.182020008563995,0.154380515217781,0.368732929229736
"81",6551330,510152,37.0770485623232,"ALMOND",0.0488828606903553,0.0784114152193069,0.0626562014222145,0.342350661754608,0.118363462388515,0.278782159090042,0.331433713436127,0.221913918852806,0.137272819876671,0.352191984653473,0.518017649650574,3.43601369857788,0.240866184234619,0.0510871969163418,0.463833004236221
"82",6551331,510153,15.4684650043516,"WALNUT",0.0585830397903919,0.089104600250721,0.083011694252491,0.389276534318924,0.134192377328873,0.307956129312515,0.374922722578049,0.286462277173996,0.192517265677452,0.399703294038773,0.530489802360535,3.54653596878052,0.199305087327957,0.0806863084435463,0.472563117742538
"83",6553386,510166,73.2398987045635,"ALMOND",0.0458498299121857,0.0733338817954063,0.0657264888286591,0.3467176258564,0.113020002841949,0.271904349327087,0.32763010263443,0.219867050647736,0.13283334672451,0.354872554540634,0.502966165542603,3.7922739982605,0.249688625335693,0.0744581669569016,0.461788803339005
"84",6553388,510168,82.4630731408347,"ALMOND",0.0541277900338173,0.0845508202910423,0.0928216278553009,0.341959893703461,0.145279169082642,0.272226959466934,0.324030756950378,0.283795535564423,0.18991194665432,0.356725007295609,0.419356316328049,3.12687730789185,0.19987827539444,0.143933013081551,0.400512665510178
"85",6553390,510170,54.8934272782206,"ALMOND",0.0775699242949486,0.111643053591251,0.135388433933258,0.331967204809189,0.180730149149895,0.273407816886902,0.316098541021347,0.345274716615677,0.251752734184265,0.346793323755264,0.314887344837189,2.00544500350952,0.157433778047562,0.211938261985779,0.305021315813065
"86",6560111,510317,53.7285971290759,"WALNUT",0.0342067219316959,0.0668930262327194,0.0437383539974689,0.366719156503677,0.110662862658501,0.298499435186386,0.352241396903992,0.21489542722702,0.115898229181767,0.377763688564301,0.589633703231812,4.66426706314087,0.309482932090759,0.0359138511121273,0.532043635845184
"87",6560112,510318,43.8238443327862,"ALMOND",0.0547384321689606,0.0844497382640839,0.0768670216202736,0.34615159034729,0.129236578941345,0.279229581356049,0.332581907510757,0.233121976256371,0.151979684829712,0.355910509824753,0.483182519674301,3.17586994171143,0.214734762907028,0.0822679549455643,0.438076049089432
"88",6560116,510322,30.0348532398696,"OLIVE",0.112519659101963,0.149834930896759,0.197222426533699,0.325167894363403,0.23202246427536,0.277153760194778,0.30958503484726,0.389447033405304,0.30433464050293,0.336061745882034,0.194663539528847,1.20762753486633,0.123175173997879,0.305008888244629,0.188924074172974
"89",6560117,510323,7.78786527495135,"GRAPE, WINE",0.0796981453895569,0.114919975399971,0.145139917731285,0.334382027387619,0.193064123392105,0.275262236595154,0.31777623295784,0.355967909097672,0.267592877149582,0.348229259252548,0.295008689165115,1.93402445316315,0.142760157585144,0.239991143345833,0.289843052625656
"90",6560118,510324,8.62110973564992,"GRAPE, WINE",0.0879389047622681,0.123813927173615,0.155261427164078,0.349176943302155,0.201435089111328,0.288097351789474,0.331525266170502,0.36156502366066,0.264719933271408,0.362748801708221,0.299683630466461,1.86079168319702,0.15543220937252,0.233670502901077,0.289997726678848
"91",6560119,510325,48.2016179753758,"WALNUT",0.0489179976284504,0.0770095363259315,0.0679415464401245,0.356854528188705,0.116863712668419,0.282467186450958,0.343791246414185,0.256672650575638,0.170102044939995,0.367151290178299,0.517828166484833,3.73087739944458,0.205839693546295,0.0692510381340981,0.468528270721436
